product_name;merchant_image_url;description;search_price;brand_name;category;ingredients;Anwendung;vegan;alcoholFree;fragranceFree
Byoma - Foaming Rice Deep Cleanser - Reinigungsschaum Für Das Gesicht - foaming Rice Deep Cleanser;https://media.sephora.eu/content/dam/digital/pim/published/B/BYOMA/798149/393161-media_swatch-0.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Dieser reinigungsschaum wirkt auf innovative weise in der ersten phase deiner routine und reinigt die haut tiefenwirksam und effektiv.er basiert auf unserem barrier lipid complex, der die hautbarriere während der reinigung schützt und intakt hält, sodass die haut immer geschmeidig bleibt und nicht spannt. Die formel präsentiert sich in form eines leichten schaums, der sich bei kontakt mit wasser in eine geschmeidige, luftig-leichte textur verwandelt. Er entfernt unreinheiten an der oberfläche und bakterien in den poren. Eine tiefenwirksame reinigung muss nicht bedeuten, dass die haut austrocknet. Hier wirken reisextrakt und meeresalgen zusammen, um die hautstruktur zu verbessern und empfindlichkeit und rötungen zu lindern, damit die haut ein samtiges, strahlendes finish erhält.  Byoma - Foaming rice deep cleanser - reinigungsschaum für das gesicht - -foaming rice deep cleanser;17.95;Byoma;Gesischtsreinigung;;;;;
Glow Recipe - Papaya Sorbet - Reinigungsbalsam Mit Enzymen -  100ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/541440/241136-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;dieser reinigungsbalsam glättet das hautbild mit natürlichen papaya-enzymen und entfernt dabei effektiv hartnäckiges make-up, unreinheiten, öl und sonnenschutzfilter.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Glow Recipe - Papaya sorbet - reinigungsbalsam mit enzymen - - 100ml;31.95;Glow Recipe;Gesischtsreinigung;;;;;
Dr.Althea Amino Acid Gentle Bubble Cleanser 140 ml;https://www.mystationary.de/media/f0/9b/cb/1775886763/8999fd30f9467d6a6091ca3693c712e6a557a37d_MS_0064084_image_1_MBW2cojfqcNrfFYKDZovvY.jpg?ts=1775886764;Cleansing Foam;21.95;Dr.Althea;Gesischtsreinigung;;;;;
Milk - Watermelon Jelly Glow - Aufhellendes Serum Mit Peptiden In Stick-form - watermelon Glow;https://media.sephora.eu/content/dam/digital/pim/published/M/MILK_MAKEUP/757721/364005-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;ein gelartiges serum in stick-form mit peptiden, clean und feuchtigkeitsspendend, das die haut glättet, aufhellt, die poren minimiert, um eine strahlend schöne haut zum vorschein kommen zu lassen.dieses feuchtigkeitsspendende aufhellende serum mit klinisch erwiesener wirksamkeit setzt auf milde alternativen zu aggressiven wirkstoffen, ohne kompromisse bei der wirksamkeit einzugehen, um deiner haut ihre leuchtkraft wiederzugeben. Peptide und pflanzenextrakte helfen, den teint zu vereinheitlichen und falten sowie unregelmäßigkeiten zu lindern. Profi-tipp: für noch mehr frische das serum im kühlschrank aufbewahren.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Milk - Watermelon jelly glow - aufhellendes serum mit peptiden in stick-form - -watermelon glow;27.95;Milk;Serum;"AQUA/WATER/EAU, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, 2,3-BUTANEDIOL, PROPANEDIOL,
SORBITOL, CITRULLUS LANATUS (WATERMELON) FRUIT EXTRACT, LEPIDIUM SATIVUM SPROUT
EXTRACT, LENS ESCULENTA (LENTIL) SEED EXTRACT, CHONDRUS CRISPUS EXTRACT, HIBISCUS
ROSA-SINENSIS FLOWER EXTRACT, OPUNTIA VULGARIS EXTRACT, TREMELLA FUCIFORMIS
POLYSACCHARIDE, CHLORELLA FERMENT, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7,
BUTYLENE GLYCOL, HYDROXYACETOPHENONE, TOCOPHEROL, SODIUM HYALURONATE, CITRULLINE,
CARRAGEENAN, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, CARBOMER, XANTHAN
GUM, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, AGAROSE, POLYSORBATE 20, SODIUM
LACTATE, SODIUM PCA, ERYTHRITOL, SODIUM HYDROXIDE, PROPYLENE GLYCOL, CITRIC ACID,
SODIUM CARBONATE, SORBIC ACID, BENZOIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE,
PHENOXYETHANOL, RED 40 (CI 16035)";"- Bei der ersten Anwendung den Schutzdeckel vorsichtig abnehmen und wegwerfen.
- Nach dem Reiniger und dem Tonikum direkt auf die saubere Haut auftragen und zum Einziehen mit den Fingerspitzen einklopfen.
- Kann morgens und abends angewendet werden.
- Gut verschließen, um die Frische der Formel zu erhalten.
Für zusätzliche Beruhigung im Kühlschrank aufbewahren.
- Profi-Tipp: Zuerst das Cooling Water Jelly Ice (separat erhältlich) auftragen, um gestresste Haut zu erfrischen, dann Watermelon Jelly Glow, um ihr neue Leuchtkraft zu verleihen.";True ;True ;True
Anua - Niacinamid 10% + Txa 4% Serum - Aufhellendes Anti-age-serum - anua Niacinamide 10 + Txa 4 Serum 30ml;https://media.sephora.eu/content/dam/digital/pim/published/A/ANUA_THE_FOUNDERS/803163/399710-media_swatch-0.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Ein leichtes und nicht klebendes, aufhellendes serum, das mit 10 % niacinamid und 4 % tranexam-säure (txa) formuliert ist, um ein klares hautbild zu fördern, pigmentflecken zu mildern und einen strahlenden und ebenmäßigen teint zum vorschein zu bringen.warum wir das produkt lieben• die kombination von niacinamid, txa und ceramiden verleiht dem serum eine effektive, aufhellende wirkung – und ist dabei sanft zur haut.• trägt dazu bei, den teint gleichmäßiger aussehen zu lassen und seine leuchtkraft zu boosten, sodass du dich über einen strahlenden glow freuen kannst.• enthält hyaluronsäure und polyglutaminsäure – für eine hydratisierte und glatte haut.  Anua - Niacinamid 10% + txa 4% serum - aufhellendes anti-age-serum - -anua niacinamide 10 + txa 4 serum 30ml;22.95;Anua;Serum;Water, Glycerin, Niacinamide, Tranexamic Acid, Butylene Glycol, Diethoxyethyl Succinate, 1,2-Hexanediol, Arbutin, Sodium Hyaluronate, Alpha-Arbutin, Coccinia Indica Fruit Extract, Eclipta Prostrata Extract, Macadamia Integrifolia Seed Oil, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Theobroma Cacao (Cocoa) Extract, Hydrolyzed Hyaluronic Acid, Chamaecyparis Obtusa Leaf Extract, Prunus Persica (Peach) Flower Extract, Camellia Sinensis Seed Oil, Yeast Ferment Extract, Centella Asiatica Extract, Artemisia Princeps Leaf Extract, Candida Bombicola/Glucose/Methyl Rapeseedate Ferment, Hyaluronic Acid, Pentylene Glycol, Betaine Salicylate, Sucrose Palmitate, Hydrogenated Lecithin, Gellan Gum, Sodium Phytate, Cellulose, Caprylic/Capric Triglyceride, Panthenol, Cyanocobalamin, Polyglutamic Acid, 3-O-Ethyl Ascorbic Acid, Ceramide NP, Dextrin, Asiaticoside, Madecassic Acid, Asiatic Acid, Dimethylsilanol Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate Dimethylsilanol, Sodium Acetylated Hyaluronate, Xanthan Gum;"Trage einige Tropfen auf die gewünschten Bereiche auf und klopfe sie sanft mit den Fingerspitzen ein.
Erhöhe nach und nach entsprechend der Hautverträglichkeit die Anwendungshäufigkeit.
Morgens und abends vor den Ölen oder der Feuchtigkeitspflege verwenden.
Schließe deine Routine morgens mit einem Sonnenschutz mit LSF 30 oder höher ab.";True ;True ;True
Anua - Azelaic Acid 10 Hyaluron Redness Soothing Serum - Serum Gegen Unreinheiten - azelaic Acid 10 Soothing Serum 30ml;https://media.sephora.eu/content/dam/digital/pim/published/A/ANUA_THE_FOUNDERS/803164/399711-media_swatch-0.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Ein beruhigendes serum mit leichter textur, das mit 10 % azelainsäure, natriumhyaluronat und dem anua gentle calming complex™ formuliert ist. Es lindert rötungen und trockenheit und spendet gleichzeitig empfindlicher oder irritierter haut feuchtigkeit und beruhigt sie.entwickelt, um das wohlbefinden und die klarheit der haut zu fördern, sorgt es für ein glattes und frisches finish. Seine beruhigenden wirkstoffe sind für den natürlich grünen farbton verantwortlich.warum wir das produkt lieben• enthält 10 % azelainsäure, die rötungen beruhigt und einen klaren teint schenkt.• angereichert mit natriumhyaluronat für eine langanhaltende versorgung mit feuchtigkeit.• beinhaltet den anua gentle calming complex™ mit der kombinierten wirkung von aloe vera und 7 arten von cica, die für sichtbar beruhigende ergebnisse sorgen.  Anua - Azelaic acid 10 hyaluron redness soothing serum - serum gegen unreinheiten - -azelaic acid 10 soothing serum 30ml;22.95;Anua;Serum;Water, Azelaic Acid, Propylene Glycol, Sodium Hydroxide, Dipropylene Glycol, 1,2-Hexanediol, Panthenol, Hydroxyethylcellulose, Betaine Salicylate, Glycerin, Biosaccharide Gum-1, Ethylhexylglycerin, Allantoin, Dipotassium Glycyrrhizate, Melia Azadirachta Leaf Extract, Camellia Sinensis Leaf Water, Sodium Hyaluronate, Melia Azadirachta Flower Extract, Niacinamide, Aloe Barbadensis Leaf Juice, Beta-Glucan, Centella Asiatica Extract, Centella Asiatica Leaf Extract, Centella Asiatica Root Extract, Madecassoside, Asiaticoside, Asiatic Acid, Madecassic Acid, Squalane, Zinc PCA, Butylene Glycol, Pentylene Glycol, Caprylyl/Capryl Glucoside, Hydrogenated Lecithin, Ceramide NP;Trage eine entsprechende Menge auf die Haut auf.;True ;True ;True
Byoma - Illuminator-serum - brightening Serum 30ml;https://media.sephora.eu/content/dam/digital/pim/published/B/BYOMA/633709/281323-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;dieses leistungsstarke, aufhellende gesichtsserum trägt dazu bei, den hautton und die hautstruktur deutlich zu verbessern und sorgt für gleichmäßige, strahlende ergebnisse.   dieses leichte serum hellt die haut sichtbar auf und hilft gleichzeitig, die anzeichen von hyperpigmentierung und ungleichmäßigem teint schon bei der ersten anwendung zu mildern. Angereichert mit unserem einzigartigen tri-ceramid-komplex (ceramide, cholesterin, fettsäuren), niacinamid für einen strahlenden und ebenmäßigen teint und hyaluronsäure für intensive feuchtigkeitspflege, stärkt dieses serum die barrierefunktion der haut. Gleichzeitig hilft es ihr, sich gegen umweltaggressoren zu wehren und bietet ihr antioxidative vorteile.   bei täglicher anwendung wird die haut deutlich strahlender, leuchtender und mit mehr feuchtigkeit versorgt.   von dermatologen getestete und zugelassene pflegeprodukte, ölfrei, nicht komedogen, alkohol- und parfümfrei, vegan und frei von tierversuchen.vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Byoma - Illuminator-serum - -brightening serum 30ml;15.95;Byoma;Serum;AQUA (CARRIER), METHYLPROPANEDIOL (SOLVENTS), NIACINAMIDE (SKIN-CONDITIONER), 1,2-HEXANEDIOL (SOLVENTS), GLYCERIN (HUMECTANTS), POLYGLYCERYL-10 LAURATE (EMULSIFIER), SODIUM HYALURONATE (SKIN-CONDITIONER), CERAMIDE NP (SKIN-CONDITIONER), CHOLESTEROL (SKIN-CONDITIONER), CAPRYLIC/CAPRIC TRIGLYCERIDE (SKIN-CONDITIONER), PHYTOSPHINGOSINE (SKIN-CONDITIONER), SODIUM PHYTATE (CHELATING AGENTS), ASCORBIC ACID (SKIN-CONDITIONER), STEARIC ACID (SKIN-CONDITIONER), OLEIC ACID (SKIN-CONDITIONER), HYDROGENATED LECITHIN (EMULSIFIER), ETHYLHEXYLGLYCERIN (SKIN-CONDITIONER), XANTHAN GUM (VISCOSITY CONTROLLING), SQUALANE (SKIN-CONDITIONER), TOCOPHEROL (ANTIOXIDANTS), LACTIC ACID (PH ADJUSTERS), CARBOMER (VISCOSITY CONTROLLING), TROMETHAMINE (PH ADJUSTERS), CAPRYLYL GLYCOL (PRESERVATIVE), CAPRYLHYDROXAMIC ACID (CHELATING AGENTS);Anwendungsempfehlung: 4 bis 6 Tropfen auf die gereinigte Haut auftragen und sanft einmassieren, bis sie vollständig eingezogen sind. Anschließend ein Serum + eine Feuchtigkeitspflege auftragen.;True ;True ;True
Byoma - Phyto-mucin Glow Serum - Feuchtigkeitsserum - phyto Mucin Glow Serum 40ml;https://media.sephora.eu/content/dam/digital/pim/published/B/BYOMA/757636/365030-media_swatch.jpeg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Dieses serum für die tägliche anwendung ist die ein-schritt-lösung für eine haut mit „glass-skin“-effekt. Die haut wird praller, stärker und die hautbarriere widerstandsfähiger. die leichte, nicht klebende formel zieht schnell ein und wirkt wie ein primer vor dem auftragen von flüssigem make-up. Sie glätte die haut, bringt sie zum strahlen und verbessert ihre elastizität. peptide und phytomucin pflanzlichen ursprungs, feuchtigkeitsspendendes panthenol und der barrier lipid complex sorgen für ein strahlendes ergebnis. der hauptinhaltsstoff phytomucin ist äußerst wirksam bei der hydratation, heilung und stärkung der hautbarriere, indem er die haut tief in der tiefe mit feuchtigkeit versorgt.  das serum wird ausschließlich aus biologischen inhaltsstoffen gewonnen und nutzt innovative methoden der natur. Täglich anwenden für eine gezielte feuchtigkeitsversorgung, einen ebenmäßigeren teint, eine verbesserte textur und prallere haut.die formel wurde dermatologisch getestet und bestätigt, ist nicht komedogen, alkohol- und parfümfrei.  Byoma - Phyto-mucin glow serum - feuchtigkeitsserum - -phyto mucin glow serum 40ml;17.95;Byoma;Serum;Aqua (Carrier), Glycerin (Skin-Conditioner), Butylene Glycol (Humectant), Methylpropanediol (Solvent), 1,2-Hexanediol (Emollient), Propanediol (Skin-Conditioner), Glyceryl Polymethacrylate (Skin-Conditioner), Dioscorea Japonica Root Extract (Skin-Conditioner), Propylene Glycol (Humectant), Laminaria Japonica Extract (Skin-Conditioner), Hibiscus Esculentus Fruit Extract (Skin-Conditioner), Palmitoyl Tripeptide-1 (Skin-Conditioner), Corchorus Olitorius Leaf Extract (Skin-Conditioner), Arginine (Skin-Conditioner), Panthenol (Skin-Conditioner), Nelumbo Nucifera Root Extract (Skin-Conditioner), Hydroxyacetophenone (Antioxidant), Polyglutamic Acid (Humectant), Glycereth-25 PCA Isostearate (Emulsifier), Hyaluronic Acid (Skin-Conditioner), Hydrolyzed Hyaluronic Acid (Skin-Conditioner), Sodium Hyaluronate (Skin-Conditioner), Ceramide NP (Skin-Conditioner), Betaine (Humectant), Cholesterol (Skin Conditioner), Carbomer (Thickener), Caprylic/Capric Triglyceride (Skin Conditioner), Phytosphingosine (Skin Conditioner), Xanthan Gum (Thickener), Stearic Acid (Skin Conditioner), Oleic Acid (Skin Conditioner), Hydrogenated Lecithin (Emulsifier), Sodium Lactate (pH adjuster ), Sodium Polyacrylate (Thickener), Lactic Acid (pH Adjuster), Caprylyl Glycol (Skin-Conditioner), Ethylhexylglycerin (Skin-Conditioner), Caprylhydroxamic Acid (Chelating Agent);Trage einen Pumpstoß auf die gereinigte Haut auf und klopfe das Produkt sanft ein, bis es vollständig eingezogen ist. Danach ein Serum und eine Feuchtigkeitscreme + SPF auftragen.;True ;True ;True
Clinique - Moisture Surge Active Glow Serum Hydrating Facial Serum - moisture Surge Active Glow Serum 50ml;https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/760912/364531-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Was es istserum für tiefgreifende feuchtigkeitszufuhr und einen strahlenden teint. Es hilft sanft abgestorbene hautzellen zu entfernen und neue hautzellen mit feuchtigkeit versorgen und zu schützen. Die haut sieht prall und strahlend aus.geeignet für alle hauttöne und -typen, auch für sensible haut.sicher für die anwendung morgens und abends.formel facts- allergiegetestet- 100% parfumfrei  Clinique - Moisture surge active glow serum  hydrating facial serum - -moisture surge  active glow serum 50ml;52.45;Clinique;Serum;Water\\Aqua\\Eau, Glycerin, Lactic Acid, Octyldodecyl Myristate, Butylene Glycol, Bis/Peg/18 Methyl Ether Dimethyl Silane, Dimethicone, Ppg/24/Glycereth/24, Sodium Hydroxide, Hydrogenated Lecithin, Glycereth/26, Polysorbate 80, Sodium Hyaluronate, Caffeine, Aloe Barbadensis Leaf Water, C13/14 Isoparaffin, Sodium Polyaspartate, Trehalose, Sodium Stearoyl Glutamate, Glycyrrhetinic Acid, Sucrose, Laureth/7, Xanthan Gum, Dimethicone/Peg/10/15 Crosspolymer, Polyacrylamide, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Bht, Disodium Edta, Phenoxyethanol, Potassium Sorbate, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491);"Morgens und abends auf die gereinigte Haut auftragen. Mit 3 Tropfen beginnen, bei Bedarf mehr hinzufügen.
- Sonnenschutz auftragen und Sonnenexposition während der Anwendung und in der Woche danach vermeiden.";True;True;True
Clinique - Dark Spot Clearing Serum- Serum - even Better Serum Dark Spot;https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/759797/367032-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Entdecken sie das smooth & renew lab skincare set – ein innovatives anti-aging-trio für glattere, jünger aussehende haut.das ist im set enthalten:• smart clinical repair™ wrinkle correcting serum – 30 ml (originalgröße)• smart clinical repair™ wrinkle correcting cream – 15 ml• smart clinical repair™ wrinkle correcting eye cream – 5 mldas serum reduziert sichtbar feine linien und fältchen und unterstützt die regeneration der haut mit einer hochwirksamen peptidformel.die creme spendet intensive feuchtigkeit und stärkt die hautstruktur. Die augenpflege glättet die empfindliche haut rund um die augen und lässt sie frischer aussehen.  Clinique - Dark spot clearing serum- serum - -even better serum dark spot;67.45;Clinique;Serum;Water\\Aqua\\Eau, Dimethicone, Isododecane, Yeast Extract\\Faex\\Extrait De Levure, Butylene Glycol, Polysilicone-11, Niacinamide, Ascorbyl Glucoside, Peg-10 Dimethicone, Peg-6, Acetyl Glucosamine, Glycerin, Sodium Hyaluronate, Squalane, Cholesterol, Helianthus Annuus (Sunflower) Seed Extract, Trametes Versicolor Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Hordeum Vulgare Extract\\Extrait D'Orge, Oryza Sativa (Rice) Bran Extract, Triticum Vulgare (Wheat) Germ Extract, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis Leaf Extract, Caffeine, Salicylic Acid, Isohexadecane, Propylene Glycol Dicaprate, Glycyrrhetinic Acid, Dimethoxytolyl Propylresorcinol, Caprylyl Glycol, Stearamidopropyl Dimethylamine, Phosphatidylcholine, Sorbitan Oleate, Polysorbate 20, Polysorbate 80, Stearic Acid, Hexylene Glycol, Tromethamine, Citric Acid, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Bht, Sodium Citrate, Disodium Edta, Nylon-12, Phenoxyethanol [ILN52877];"ANWENDUNG
• Verwenden Sie unser Serum gegen dunkle Flecken zweimal täglich, morgens und abends.
• 1 bis 2 Pumpstöße auf die Fingerspitzen geben.
• Serum auf das ganze Gesicht auftragen, die Augenpartie aussparen.
• Anschließend eine Feuchtigkeitscreme verwenden.
• Täglicher Sonnenschutz ist unerlässlich. Morgens nach der Feuchtigkeitscreme auftragen.";True;True;True
Glow Recipe - Pomegranate Peptide - Straffendes Serum - 30 Ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/654156/318845-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;ein serum mit straffender und liftender wirkung auf der basis von polypeptiden, granatapfelkernöl und hyaluronsäure, das gezielt feine linien und falten bekämpft und für ein hydratisiertes und geliftetes aussehen sorgt.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Glow Recipe - Pomegranate peptide - straffendes serum - -30 ml;44.95;Glow Recipe;Serum;Water/Aqua/Eau, Propanediol, Glycerin, Acacia Senegal Gum, Pullulan, Squalane, Copper Tripeptide-1, sr-Hydrozoan Polypeptide-1, Punica Granatum (Pomegranate) Seed Oil, Punica Granatum (Pomegranate) Fruit Extract, Hyaluronic Acid, Sodium Hyaluronate, Ethylhexyl Palmitate, Tocopherol, Lactobacillus/Punica Granatum Fruit Ferment Extract, Elastin, Bidens Pilosa Extract, Linum Usitatissimum (Linseed) Seed Oil, Enteromorpha Compressa Extract, Engelhardtia Chrysolepis Leaf Extract, Ocimum Sanctum Leaf Extract, Silybum Marianum Fruit Extract, Leuconostoc/Radish Root Ferment Filtrate, Gossypium Herbaceum (Cotton) Seed Oil,Tetrasodium Glutamate Diacetate, Trihydroxystearin, 1,2-Hexanediol, Dilauryl Citrate, Polyglyceryl-4 Laurate, Polyacrylate Crosspolymer-6, Rhizobian Gum, Elaeis Guineensis Oil, Polymethylsilsesquioxane, Sorbitan Laurate, Glucomannan, Ethylhexylglycerin, Phenoxyethanol, Potassium Sorbate, Citric Acid, Sodium Hydroxide, Fragrance/Parfum*. *100% Naturally Derived.;"Nimm ein bis zwei Pumpstöße und klopfe sie sanft in die leicht angefeuchtete Haut von Gesicht und Hals ein, bis sie vollständig eingezogen sind.
Täglich, morgens und abends, auftragen und anschließend eine Feuchtigkeitscreme verwenden.
Vergiss nicht, tagsüber auch einen Sonnenschutz aufzutragen.";False;True;False
Glow Recipe - Guava Vitamin C - Serum Gegen Pigmentflecken - 30 Ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/570833/268634-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;dieses serum mit aufhellender wirkung wurde speziell entwickelt, um das erscheinungsbild von pigmentflecken zu reduzieren. Es enthält fünf formen von vitamin c, guave, tranexamsäure und ferulasäure und sorgt für eine sichtbar strahlende und ebenmäßige haut.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Glow Recipe - Guava vitamin c - serum gegen pigmentflecken - -30 ml;44.95;Glow Recipe;Serum;Water/Aqua/Eau, Propanediol, C9-12 Alkane, Psidium Guajava Fruit Extract, Tetrahexyldecyl Ascorbate, Tranexamic Acid, Sodium Polyacryloyldimethyl Taurate, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Magnesium Ascorbyl Phosphate, Sodium Ascorbyl Phosphate, Psidium Guajava Seed Oil, Tocopherol, Tocopheryl Acetate, Sodium Hyaluronate, Ferulic Acid, Tremella Fuciformis Sporocarp Extract, Pyrus Malus (Apple) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Prunus Armeniaca (Apricot) Kernel Extract, Pyrus Communis (Pear) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Hexanoyl Dipeptide-3 Norleucine Acetate, Polyglyceryl-10 Dioleate, Glycerin, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Caprylyl Glycol, Hydroxyacetophenone, Sodium Stearoyl Glutamate, Coco-Caprylate/Caprate, Betaine, Lecithin, Polyglyceryl-10 Dipalmitate, Sodium Citrate, Sodium Phytate, Potassium Sorbate, Decyl Glucoside, Lauryl Glucoside, Ethylhexylglycerin, Citric Acid, Xanthan Gum, Phenoxyethanol.;"Anwendungstipp:
- Trage ein bis zwei Pumpstöße auf die gereinigte Haut auf und klopfe sie sanft in die Haut ein, damit das Produkt optimal einziehen kann.
- Täglich, morgens und abends, auftragen und anschließend eine Feuchtigkeitscreme verwenden.
-  Vergiss nicht, tagsüber auch einen Sonnenschutz aufzutragen.
- Verwende das Serum bei empfindlicher Haut drei- bis viermal pro Woche und steigere die Anwendung allmählich.
- Für eine maximale Wirksamkeit solltest du das Produkt an einem kühlen, trockenen Ort ohne direkte Sonneneinstrahlung aufbewahren.
";True;True;True
Glow Recipe - Strawberry Smooth - Klärendes Serum Mit Salicylsäure, Aha Und Bha - 30 Ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/617800/278213-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;ein beruhigendes serum mit aha- und bha-säuren, das das erscheinungsbild der haut sanft glättet, das auftreten von unreinheiten mildert und die poren sichtbar verfeinert - für eine klare, mit feuchtigkeit versorgte haut.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Glow Recipe - Strawberry smooth - klärendes serum mit salicylsäure, aha und bha - -30 ml;41.95;Glow Recipe;Serum;"\Water/Aqua/Eau, Methylpropanediol, C9-12 Alkane, Fragaria Vesca (Strawberry) Fruit Extract, Hydroxypropyl Starch Phosphate, Pentylene Glycol, Salicylic Acid, Succinic Acid, Azelamidopropyl Dimethyl Amine, Mandelic Acid, Fragaria Vesca (Strawberry) Leaf Extract, Allantoin, Sodium Hyaluronate, Bisabolol, Opuntia Ficus-Indica (Prickly Pear) Flower Extract, Niacinamide, Zingiber Officinale (Ginger) Root Extract, Saccharomyces Ferment, Dextrin, Polydextrose, 1,2-Hexanediol, Caprylyl Glycol, Coco-Caprylate/Caprate, Hydroxyacetophenone, Amylopectin, Butylene Glycol, Succinoglycan, Leuconostoc/Radish Root Ferment Filtrate, Lauroyl Lysine, Sodium Phytate, Aminomethyl Propanol, Citric Acid, Fragrance/Parfum.*
*100% Naturally Derived.\";"- Nimm vor dem Auftragen der Feuchtigkeitscreme ein bis zwei Pumpstöße und klopfe das Produkt sanft auf das leicht feuchte Gesicht und den Hals, bis es vollständig eingezogen ist.
- Täglich morgens und abends verwenden.
- Trage nach der Feuchtigkeitspflege tagsüber einen Sonnenschutz auf.
";True;True;False
Glow Recipe - Strawberry Bha Pore-smooth Blur Drops - Porenverfeinerndes Serum - 30ml;https://media.sephora.eu/content/dam/digital/pim/published/G/GLOW_RECIPE/659581/313784-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;ein pflegeserum, das die poren verfeinert, und eine silikonfreie base, die das erscheinungsbild der poren nach und nach verfeinert, verwischt und die talgproduktion ausgleicht, für ein natürliches, sanftes, satiniertes finish.erfahren sie mehr über clean at sephora [here]vegan : produkte aus natürlich gewonnenen inhaltsstoffen.  Glow Recipe - Strawberry  bha pore-smooth blur drops - porenverfeinerndes serum - -30ml;31.95;Glow Recipe;Serum;;;;;
Kiehl's Since 1851 - Vital Skin-strengthening - Super Serum - super Serum Visibly Vibrant 50ml;https://media.sephora.eu/content/dam/digital/pim/published/K/KIEHLS/533881/225537-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;Unser vital skin-strengthening super serum dringt durch acht oberflächliche schichten der haut ein, um die anzeichen der hautalterung zu reduzieren:  falten werden gemildert, glanzlose, fahle und matte haut, die durch stressfaktoren der hautalterung verursacht wurden, wird mit einer frischen ausstrahlung revitalisiert. Hergestellt mit 11kda hyaluronsäure und einem adaptiven kräuterkomplex, dringt unser starkes super serum tief in die oberflächenschichten der haut ein und neutralisiert hautalterungsstressoren, um die haut sichtbar zu erneuern. Es stärkt die haut in ihrer tiefsten oberflächenschicht und schützt vor externen einflussfaktoren wie sonneneinstrahlung, umweltverschmutzung, stress, schlafmangel, ernährung und temperatur, die zu frühen anzeichen der hautalterung führen können. Es reduziert sichtbar feine linien, verbessert die widerstandsfähigkeit und steigert die ausstrahlung für eine strahlende, gesund aussehende haut. Das serum ist für alle hauttypen geeignet, auch für empfindliche haut.  Kiehl's Since 1851 - Vital skin-strengthening - super serum - -super serum visibly vibrant 50ml;87.95;Kiehl's Since 1851;Serum;;;;;
